"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7588","loginTest","Suite","Mon Mar 10 14:41:13 IST 2025","passed","Mon Mar 10 14:41:20 IST 2025","tests.EndToEndTests","Test","tests.EndToEndTests","loginTest"
